psraid;usr_r;sex;q10c;q14a;q14b;q14c;q14d;q14e;q14g;q14h;q17a;q17b;q17c;q17d;q17e;q17f;q17g;q18;q20;q22a;q22b;q22c;q22d;q22e;q24;q25;q26;q29;age;mar;educ;empl;inc;mobileprice
103426;Suburban;Female;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;No, do not do this/Have not done this;10;15;Agree;Agree;Agree;Disagree;Agree;No, have never done this;Yes;10; ;22;Never been married;High school graduate (grade 12 or GED certificate);Not employed for pay; ;222
103468;Suburban;Female;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes, do this;Yes, do this;Yes, do this;Yes, do this;Yes, do this;Yes, do this;Yes, do this;25;15;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;30;Only download apps that are free;56;Married;Some college, no 4-year degree (includes associate degree);Employed part-time;$100,000 to under $150,000;222
103573;Suburban;Female;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes, do this;Yes, do this;Yes, do this;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;5;10;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;Yes; ; ;29;Never been married;College graduate (B.S., B.A., or other 4-year degree);Employed part-time;$75,000 to under $100,000;222,1
103577;Urban;Female;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;10;15;Agree;Agree;Agree;Agree;Agree;Yes, have done this;Yes;20;Yes, have paid for app;18;Never been married;High school graduate (grade 12 or GED certificate);Not employed for pay; ;222,2
103614;Suburban;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;8;10;Disagree;Agree;Agree;Agree;Agree;Yes, have done this;Yes;10;Only download apps that are free;46;Married;College graduate (B.S., B.A., or other 4-year degree);Not employed for pay;$50,000 to under $75,000;222,2
103627;Suburban;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;50;150;Agree;Agree;Agree;Agree;Agree;Yes, have done this;Yes;85;Yes, have paid for app;21;Never been married;High school graduate (grade 12 or GED certificate);Employed full-time;$75,000 to under $100,000;222,3
103865;Suburban;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;Yes, do this;Yes, do this;Yes, do this;Yes, do this;12;12;Agree;Agree;Agree;Agree;Agree;Yes, have done this;Yes;120;Yes, have paid for app;55;Married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$30,000 to under $40,000;222,4
103869;Suburban;Female;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;3;1;Agree;Agree;Disagree;Agree;Agree;No, have never done this;Yes; ; ;47;Never been married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time; ;222,4
103878;Suburban;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;15;5;Agree;Agree;Disagree;Disagree;Agree;Yes, have done this;Yes; ;Yes, have paid for app;36;Married;High school graduate (grade 12 or GED certificate);Employed full-time;$50,000 to under $75,000;222,4
103897;Suburban;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Cell phone can’t do this;Yes, do this;5;5;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;No;10;Yes, have paid for app;32;Married;High school graduate (grade 12 or GED certificate);Employed full-time;$100,000 to under $150,000;222,6
104021;Suburban;Female;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;50;100;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;15;Yes, have paid for app;23;Never been married;Some college, no 4-year degree (includes associate degree);Employed part-time;$75,000 to under $100,000;222,7
104027;Urban;Female;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;20;60;Agree;Agree;Agree;Agree;Agree;Yes, have done this;Yes;15;Only download apps that are free;19;Never been married;High school graduate (grade 12 or GED certificate);Employed part-time;$20,000 to under $30,000;222,7
104038;Urban;Female;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;50;100;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;80;Only download apps that are free;33;Never been married;High school graduate (grade 12 or GED certificate);Employed part-time;$10,000 to under $20,000;222,8
104080;Suburban;Male;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;5;100;Agree;Agree;Disagree;Agree;Agree;No, have never done this;Yes;15; ;18;Never been married;High school graduate (grade 12 or GED certificate);Employed part-time;$75,000 to under $100,000;223
104145;Suburban;Female;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this; ;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;30;110;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;6;Yes, have paid for app;24;Never been married;High school graduate (grade 12 or GED certificate);Employed part-time;$30,000 to under $40,000;223
104166;Suburban;Female;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;5;50;Agree;Agree;Disagree;Agree;Agree;No, have never done this;Yes;22; ;54;Married;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Not employed for pay;$150,000 or more;223,1
104197;Suburban;Female;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;No, do not do this/Have not done this;3;100;Agree;Agree;Agree;Agree;Agree;No, have never done this;Yes;10; ;20;Never been married;Some college, no 4-year degree (includes associate degree);Not employed for pay;$50,000 to under $75,000;223,1
104242;Urban;Female;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;10;20;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;4;Only download apps that are free;47;Divorced;Some college, no 4-year degree (includes associate degree);Not employed for pay;$40,000 to under $50,000;223,3
104280;Suburban;Female;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;20; ;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;10;Only download apps that are free;29;Married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$40,000 to under $50,000;223,4
104286;Suburban;Female;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;25;6;Agree;Disagree;Disagree;Agree;Agree;Yes, have done this;Yes;23;Only download apps that are free;32;Married;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Employed full-time;$75,000 to under $100,000;223,4
104351;Suburban;Female;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;5;5;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;No;2;Yes, have paid for app;39;Married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$100,000 to under $150,000;223,4
104367;Rural;Male;Yes;Yes;Yes;Yes;No;No;No;No;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;3;2;Agree;Agree;Neither agree nor disagree/Agree some-Disagree some;Disagree;Agree;No, have never done this;Yes; ; ;73;Married;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Retired;$100,000 to under $150,000;223,5
104407;Urban;Male;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;3;75;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;40;Only download apps that are free;24;Never been married;Some college, no 4-year degree (includes associate degree);Employed part-time;$75,000 to under $100,000;223,5
104582;Rural;Female;Yes;No;Yes;Yes;No;No;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;No, do not do this/Have not done this;30;20;Agree;Agree;Disagree;Disagree;Agree;Yes, have done this;Yes;3;Only download apps that are free;26;Married;College graduate (B.S., B.A., or other 4-year degree);Not employed for pay;$30,000 to under $40,000;223,6
104589;Urban;Female;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;2;20;Agree;Agree;Agree;Agree;Agree;Yes, have done this;Yes;30;Only download apps that are free;29;Married;Some college, no 4-year degree (includes associate degree);Not employed for pay;$100,000 to under $150,000;223,6
104611;Rural;Female;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;30;60;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;10;Only download apps that are free;40;Married;Technical, trade or vocational school AFTER high school;Employed part-time; ;223,7
104710;Suburban;Female;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;30;10;Agree;Agree;Agree;Disagree;Agree;Yes, have done this;Yes;3;Yes, have paid for app;45;Married;Some college, no 4-year degree (includes associate degree);Not employed for pay; ;223,7
104729;Rural;Male;Yes;No;Yes;Yes;No;No;No;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;5;10;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;44;Married;High school graduate (grade 12 or GED certificate);Employed full-time;$100,000 to under $150,000;223,8
104762;Suburban;Female;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;10;20;Agree;Agree;Agree;Agree;Agree;Yes, have done this;Yes;15;Only download apps that are free;40;Never been married;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Not employed for pay;$10,000 to under $20,000;224
104791;Suburban;Female;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;10;20;Agree;Agree;Disagree;Agree;Disagree;No, have never done this;Yes; ; ;52;Divorced;Some college, no 4-year degree (includes associate degree);Employed full-time;$50,000 to under $75,000;224,1
104797;Suburban;Female;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;No, do not do this/Have not done this;15;10;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;20;Yes, have paid for app;36;Married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$150,000 or more;224,2
104819;Suburban;Female;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;5;20;Agree;Agree;Disagree;Agree;Disagree;Yes, have done this;Yes;6;Only download apps that are free;19;Never been married;Some college, no 4-year degree (includes associate degree);Not employed for pay;$75,000 to under $100,000;224,3
104864;Rural;Female;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;20;60;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;30;Only download apps that are free;24;Never been married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$20,000 to under $30,000;224,4
104960;Suburban;Male;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;3;10;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;9;Yes, have paid for app;54;Married;Some college, no 4-year degree (includes associate degree);Employed full-time;$75,000 to under $100,000;224,5
105124;Urban;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;100;10;Disagree;Disagree;Agree;Disagree;Agree;Yes, have done this;No;15;Only download apps that are free;56;Married;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Employed full-time; ;224,5
105136;Suburban;Female;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;8;10;Agree;Agree;Disagree;Agree;Agree;No, have never done this;Yes; ; ;42;Married;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Not employed for pay;$100,000 to under $150,000;224,5
105277;Urban;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;30;40;Disagree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;60;Yes, have paid for app;27;Never been married;Some college, no 4-year degree (includes associate degree);Employed full-time;$30,000 to under $40,000;224,5
105285;Urban;Female;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;20;200;Agree;Agree;Disagree;Agree;Agree;No, have never done this;No; ; ;18;Never been married;High school graduate (grade 12 or GED certificate);Employed part-time;$10,000 to under $20,000;224,6
105394;Suburban;Male;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;12;4;Agree;Agree;Agree;Agree;Agree;Yes, have done this;Yes;50;Yes, have paid for app;46;Married;Some college, no 4-year degree (includes associate degree);Not employed for pay;$75,000 to under $100,000;224,6
105400;Urban;Female;Yes;Yes;No;Yes;No;No;No;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;20; ;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;55;Married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$150,000 or more;224,6
105507;Suburban;Male;Yes;No;Yes;Yes;No;No;No;Yes;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this; ;0;Agree;Agree;Agree;Disagree;Disagree;No, have never done this;No; ; ;34;Divorced;High school incomplete (grades 9-11);Employed full-time;$10,000 to under $20,000;224,7
105592;Suburban;Female;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;25;20;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;5;Yes, have paid for app;43;Living with a partner;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$75,000 to under $100,000;224,7
105782;Rural;Male;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;5;5;Agree;Agree;Agree;Agree;Agree;Yes, have done this;Yes;10;Only download apps that are free;37;Married;High school graduate (grade 12 or GED certificate);Employed full-time;$75,000 to under $100,000;224,7
105793;Suburban;Male;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;3;0;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;67;Divorced;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Employed full-time;$150,000 or more;224,8
105812;Suburban;Female;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;30;100;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;8;Yes, have paid for app;45;Divorced;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Employed full-time;$40,000 to under $50,000;224,8
200010;Urban;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;Yes, do this;Yes, do this;Yes, do this;Yes, do this;10;400;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;150;Only download apps that are free;26;Living with a partner;High school graduate (grade 12 or GED certificate);Employed full-time;$50,000 to under $75,000;224,8
200026;Rural;Female;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;No, do not do this/Have not done this;10;25;Agree;Agree;Agree;Agree;Agree;Yes, have done this;Yes;20;Only download apps that are free;33;Widowed;Some college, no 4-year degree (includes associate degree);Not employed for pay;$40,000 to under $50,000;224,9
200036; ;Male;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;10;3;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;40;Yes, have paid for app;24;Living with a partner;College graduate (B.S., B.A., or other 4-year degree);Employed part-time;$20,000 to under $30,000;225
200057;Suburban;Female;Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;20;1;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;12;Yes, have paid for app;34;Married;High school graduate (grade 12 or GED certificate);Employed full-time;$75,000 to under $100,000;225,1
200078;Suburban;Male;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;2;20;Neither agree nor disagree/Agree some-Disagree some;Agree;Agree;Agree;Agree;Yes, have done this;Yes;30;Only download apps that are free;23;Never been married;College graduate (B.S., B.A., or other 4-year degree);Not employed for pay;Less than $10,000;225,2
200089;Urban;Female;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;Yes, do this;No, do not do this/Have not done this;10;2;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;30;Yes, have paid for app;52;Married;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Employed full-time;$50,000 to under $75,000;225,2
200138;Suburban;Male;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;10;25;Agree;Agree;Agree;Agree;Agree;Yes, have done this;No;3;Yes, have paid for app;21;Never been married;Some college, no 4-year degree (includes associate degree);Employed part-time;$75,000 to under $100,000;225,2
200148;Suburban;Female;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;10;300;Agree;Agree;Agree;Agree;Agree;Yes, have done this;Yes;40;Yes, have paid for app;19;Never been married;High school graduate (grade 12 or GED certificate);Employed full-time;$40,000 to under $50,000;225,2
200157;Urban;Female;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;Yes, do this;Yes, do this;Yes, do this;Yes, do this;2;10;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;30;Yes, have paid for app;31;Never been married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$50,000 to under $75,000;225,2
200210; ;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;3;20;Agree;Agree;Disagree;Disagree;Agree;Yes, have done this;Yes;5;Only download apps that are free;32;Divorced;High school incomplete (grades 9-11);Employed part-time;Less than $10,000;225,4
200220;Suburban;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;20;500;Agree;Agree;Agree;Agree;Agree;Yes, have done this;No;25;Only download apps that are free;18;Never been married;High school incomplete (grades 9-11);Employed full-time; ;225,4
200262;Urban;Female;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this; ; ;Agree;Agree;Agree;Agree;Agree;Yes, have done this;Yes;20;Only download apps that are free;35;Single;High school graduate (grade 12 or GED certificate);Employed full-time;$20,000 to under $30,000;225,5
200277;Suburban;Male;Yes;No;Yes;Yes;No;No;No;Yes;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;15;20;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;24;Never been married;High school graduate (grade 12 or GED certificate); ; ;225,6
200298;Suburban;Male;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;10; ;Agree;Agree;Agree;Disagree;Agree;Yes, have done this;Yes;50;Yes, have paid for app;28;Living with a partner;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Employed full-time;$75,000 to under $100,000;225,6
200335;Suburban;Male;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;No, do not do this/Have not done this;20;30;Disagree;Agree;Disagree;Agree;Agree;No, have never done this;No; ; ;19;Never been married;High school graduate (grade 12 or GED certificate);Employed full-time; ;225,7
200336;Urban;Female;Yes;Yes;Yes;No;Yes;Yes;No;Yes;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this; ; ;Disagree;Agree;Disagree;Agree;Disagree;No, have never done this;No; ; ;19;Single;High school incomplete (grades 9-11);Student; ;225,7
200352;Suburban;Female;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;15;100;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;25;Yes, have paid for app;18;Never been married;Some college, no 4-year degree (includes associate degree);Employed part-time;$50,000 to under $75,000;225,7
200432;Urban;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;10;50;Agree;Agree;Agree;Agree;Agree;Yes, have done this;Yes; ;Only download apps that are free;20;Never been married;Some college, no 4-year degree (includes associate degree);Not employed for pay; ;226,1
200442;Suburban;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;Yes, do this;No, do not do this/Have not done this;20;40;Agree;Agree;Agree;Agree;Agree;Yes, have done this;Yes;8;Only download apps that are free;38;Never been married;Some college, no 4-year degree (includes associate degree);Not employed for pay;$20,000 to under $30,000;226,2
200494;Urban;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;6;8;Agree;Agree;Agree;Agree;Agree;Yes, have done this;Yes;70;Yes, have paid for app;32;Never been married;Some college, no 4-year degree (includes associate degree);Employed full-time;$40,000 to under $50,000;226,2
200501;Suburban;Male;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;No, do not do this/Have not done this;Yes, do this;7;20;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;20;Yes, have paid for app;28;Never been married;High school graduate (grade 12 or GED certificate);Employed full-time;$50,000 to under $75,000;226,3
200518;Urban;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;No, do not do this/Have not done this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;3;1;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;15;Yes, have paid for app;50;Never been married;Some college, no 4-year degree (includes associate degree);Employed full-time;$50,000 to under $75,000;226,3
200535;Urban;Male;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;Yes, do this;Yes, do this;20;20;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;20;Yes, have paid for app;27;Married;Some college, no 4-year degree (includes associate degree);Employed full-time;$75,000 to under $100,000;226,3
200545;Rural;Female;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes, do this;Yes, do this;Yes, do this;Yes, do this;Yes, do this;No, do not do this/Have not done this;Yes, do this;15;20;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;6;Yes, have paid for app;36;Divorced;Some college, no 4-year degree (includes associate degree);Employed full-time;$20,000 to under $30,000;226,4
